"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"194","Mike Williams","WR","LAC","6.5","12.6","21.6","-","BYE","-","-","","","","","","","","","","","","13.6","40.7"
"195","Kalif Raymond","WR","DET","2.5","12.7","7.5","4.3","6","4.1","3","","","","","","","","","","","","5.7","40.1"
"196","Anders Carlson","K","GB","10","6","4","8","7","BYE","5","","","","","","","","","","","","6.7","40"
"196","Taysom Hill","TE","NO","0.4","8.2","2.6","2.7","2.5","8.8","14.8","","","","","","","","","","","","5.7","40"
"196","Chicago Bears","DST","CHI","0","2","0","1","10","10","17","","","","","","","","","","","","5.7","40"
"199","AJ Dillon","RB","GB","4.6","6.8","3.3","1.1","13.6","BYE","10.5","","","","","","","","","","","","6.7","39.9"
"200","Marvin Mims Jr.","WR","DEN","1.9","19.3","15.1","5.7","-1.1","0","-1.1","","","","","","","","","","","","5.7","39.8"
"201","Robert Woods","WR","HOU","8.7","10.4","4.9","4.1","4.5","7.1","BYE","","","","","","","","","","","","6.6","39.7"
"202","Rondale Moore","WR","ARI","6","1.9","14.2","0","9.1","4.6","3.6","","","","","","","","","","","","5.6","39.4"
"203","Chad Ryland","K","NE","2","6","10","3","0","6","12","","","","","","","","","","","","5.6","39"
"203","Los Angeles Chargers","DST","LAC","0","5","8","14","BYE","8","4","","","","","","","","","","","","6.5","39"
"205","DJ Chark Jr.","WR","CAR","-","2","16.6","3.8","11.7","4.1","BYE","","","","","","","","","","","","7.6","38.2"
"205","Zach Ertz","TE","ARI","5.1","8.6","1.6","8.3","8","3.2","3.4","","","","","","","","","","","","5.5","38.2"
"207","Austin Ekeler","RB","LAC","24.4","-","-","-","BYE","8.2","5.1","","","","","","","","","","","","12.6","37.7"
"208","Tyrod Taylor","QB","NYG","0.2","-","0.2","-","4.8","10.4","21.7","","","","","","","","","","","","7.5","37.3"
"209","Samaje Perine","RB","DEN","9.8","3.9","3.4","4.5","9.5","0.6","5.6","","","","","","","","","","","","5.3","37.3"
"210","Green Bay Packers","DST","GB","15","3","5","3","9","BYE","2","","","","","","","","","","","","6.2","37"
"210","Latavius Murray","RB","BUF","2.2","10.1","8.6","6.6","1.2","4.5","3.8","","","","","","","","","","","","5.3","37"
"212","Nick Westbrook-Ikhine","WR","TEN","7.8","10","-","13.6","1.4","4","BYE","","","","","","","","","","","","7.4","36.8"
"212","Gerald Everett","TE","LAC","3.3","6.2","6","1.9","BYE","9.3","10.1","","","","","","","","","","","","6.1","36.8"
"214","Miles Sanders","RB","CAR","9.8","6.2","14.7","4.7","1.2","-","BYE","","","","","","","","","","","","7.3","36.6"
"215","Atlanta Falcons","DST","ATL","12","1","3","3","1","5","11","","","","","","","","","","","","5.1","36"
"216","Jake Ferguson","TE","DAL","2.1","8.6","7.3","11.2","4.3","2","BYE","","","","","","","","","","","","5.9","35.5"
"217","Kareem Hunt","RB","CLE","-","-","4.5","1.2","BYE","14.6","15.1","","","","","","","","","","","","8.9","35.4"
"218","Jahan Dotson","WR","WAS","6.5","3.7","3.1","10.7","4.5","0","6.8","","","","","","","","","","","","5","35.3"
"219","Tennessee Titans","DST","TEN","9","3","5","12","1","5","BYE","","","","","","","","","","","","5.8","35"
"220","Darius Slayton","WR","NYG","3","7.7","4.7","3.3","4.5","8.9","2.7","","","","","","","","","","","","5","34.8"
"220","Aaron Jones","RB","GB","25.7","-","-","1.9","-","BYE","7.2","","","","","","","","","","","","11.6","34.8"
"222","Braxton Berrios","WR","MIA","5.7","3.8","4.3","14.4","2.3","3","1.2","","","","","","","","","","","","5","34.7"
"223","Tyler Higbee","TE","LAR","6.4","2.7","9.6","8.9","3","2.8","1.2","","","","","","","","","","","","4.9","34.6"
"224","Elijah Moore","WR","CLE","7.7","5.6","7.3","1","BYE","4.7","7.9","","","","","","","","","","","","5.7","34.2"
"224","Brandon Johnson","WR","DEN","4.1","19.6","2.2","6.9","1.4","0","0","","","","","","","","","","","","4.9","34.2"
"226","Denver Broncos","DST","DEN","3","0","2","13","8","5","3","","","","","","","","","","","","4.9","34"
