nfl_players_list_id,week,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Roster Position,RK,MATCHUP ,START/SIT,PROJ. FPTS,Rank,PTS_AVG,PTS_TTL,TGT_AVG,TGT_TTL,dpp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,8,WR,Wan'Dale,Wan'Dale Robinson,Robinson,5.720000076,5,5500,NYJ@NYG,NYG,NYJ,,,WR/FLEX,53,3 out of 5 stars,C-,7.5,251,5.7,28.6,5.4,27,965,,,4.1,7.2,4.4,10.2,2.7,,,,,,,,,,,
,8,WR,Jahan,Jahan Dotson,Dotson,5.042857034,7,5400,PHI@WAS,WAS,PHI,,,WR/FLEX,60,3 out of 5 stars,D+,6.6,218,5,35.3,5.6,39,1080,6.5,3.7,3.1,10.7,4.5,0,6.8,,,,,,,,,,,
,8,WR,Darius,Darius Slayton,Slayton,4.971428462,7,5400,NYJ@NYG,NYG,NYJ,,,WR/FLEX,63,3 out of 5 stars,D,6.4,220,5,34.8,4.6,32,1080,3,7.7,4.7,3.3,4.5,8.9,2.7,,,,,,,,,,,
,8,WR,Odell,Odell Beckham Jr.,Beckham Jr.,4.640000153,5,5400,BAL@ARI,BAL,ARI,,,WR/FLEX,57,5 out of 5 stars,D+,7.1,281,4.6,23.2,4.4,22,1174,4.7,4.4,,,2.3,4.4,7.4,,,,,,,,,,,
,8,WR,Tutu,Tutu Atwell,Atwell,9.671428135,7,5400,LAR@DAL,LAR,DAL,,,WR/FLEX,59,3 out of 5 stars,D+,6.8,88,9.7,67.7,6.1,43,557,14.9,11.7,15.2,4.9,7.9,3.5,9.6,,,,,,,,,,,
,8,WR,Nick,Nick Westbrook-Ikhine,Westbrook-Ikhine,7.359999847,5,5400,ATL@TEN,TEN,ATL,,,WR/FLEX,94,2 out of 5 stars,F,3.6,212,7.4,36.8,3.8,23,730,7.8,10,,13.6,1.4,4,,,,,,,,,,,,
,8,WR,Robert,Robert Woods,Woods,6.616666794,6,5400,HOU@CAR,HOU,CAR,,,WR/FLEX,93,3 out of 5 stars,F,3.7,201,6.6,39.7,7.2,43,818,8.7,10.4,4.9,4.1,4.5,7.1,,,,,,,,,,,,
,8,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,4.428571429,7,5400,KC@DEN,KC,DEN,,,WR/FLEX,70,4 out of 5 stars,F,5.6,239,4.4,31,2.4,17,1227,5.8,2.3,4.2,1.1,1.7,0,15.9,,,,,,,,,,,
,8,WR,Jaxon,Jaxon Smith-Njigba,Smith-Njigba,5.549999873,6,5300,CLE@SEA,SEA,CLE,,,WR/FLEX,50,2 out of 5 stars,C,7.7,229,5.6,33.3,5.3,32,946,2.8,5.9,1.5,2,,6.8,14.3,,,,,,,,,,,
,8,WR,Brandin,Brandin Cooks,Cooks,5.079999924,5,5300,LAR@DAL,DAL,LAR,,,WR/FLEX,54,2 out of 5 stars,C-,7.5,265,5.1,25.4,4.6,23,1039,3.2,,2.7,4.7,1.8,13,,,,,,,,,,,,
,8,WR,Nelson,Nelson Agholor,Agholor,7.116666794,6,5300,BAL@ARI,BAL,ARI,,,WR/FLEX,71,5 out of 5 stars,F,5.5,184,6.1,42.7,3,21,869,0,14.8,5.9,0.9,8.4,5,7.7,,,,,,,,,,,
,8,WR,Allen,Allen Lazard,Lazard,5.666666667,6,5300,NYJ@NYG,NYJ,NYG,,,WR/FLEX,64,3 out of 5 stars,D,6.3,227,5.7,34,3.8,23,930,5.6,3.3,5.4,13.6,4.8,1.3,,,,,,,,,,,,
,8,WR,Michael,Michael Wilson,Wilson,8.114285605,7,5300,BAL@ARI,ARI,BAL,,,WR/FLEX,61,2 out of 5 stars,D,6.5,135,8.1,56.8,3.9,27,654,2.9,7.1,9.6,23.1,2.3,7.7,4.1,,,,,,,,,,,
,8,WR,Kadarius,Kadarius Toney,Toney,3.614285605,7,5200,KC@DEN,KC,DEN,,,WR/FLEX,68,4 out of 5 stars,D-,5.9,267,3.6,25.3,3.7,26,1444,0.5,6.3,0.4,3.2,5.2,7.9,1.8,,,,,,,,,,,
,8,WR,Demario,Demario Douglas,Douglas,4.53333346,6,5200,NE@MIA,NE,MIA,,,WR/FLEX,86,3 out of 5 stars,F,4.1,254,4.5,27.2,3.8,23,1156,6,0.9,2.5,5.5,2.9,,9.4,,,,,,,,,,,
,8,WR,Treylon,Treylon Burks,Burks,4.600000064,3,5200,ATL@TEN,TEN,ATL,Q,Knee,WR/FLEX,83,2 out of 5 stars,F,4.2,325,4.6,13.8,4.3,13,1130,3.7,9.1,1,,,,,,,,,,,,,,,
,8,WR,Alec,Alec Pierce,Pierce,3.885714395,7,5100,NO@IND,IND,NO,,,WR/FLEX,85,3 out of 5 stars,F,4.1,254,3.9,27.2,3.6,25,1308,1,3.8,5.8,4.3,1.5,4,6.8,,,,,,,,,,,
,8,WR,JuJu,JuJu Smith-Schuster,Smith-Schuster,3.120000076,5,5100,NE@MIA,NE,MIA,Q,Concussion,WR/FLEX,101,3 out of 5 stars,F,2.9,318,3.1,15.6,5,25,1645,5.3,5.3,1,1.9,2.1,,,,,,,,,,,,,
,8,WR,Isaiah,Isaiah Hodgins,Hodgins,3.666666667,6,5100,NYJ@NYG,NYG,NYJ,,,WR/FLEX,102,3 out of 5 stars,F,2.8,285,3.1,22,2.6,18,1645,0.9,12,0,3.9,2.9,0,2.3,,,,,,,,,,,
,8,WR,Jake,Jake Bobo,Bobo,5.440000153,5,5100,CLE@SEA,SEA,CLE,,,WR/FLEX,79,2 out of 5 stars,F,4.5,254,5.4,27.2,1.8,11,944,,0.8,7,0,,5.3,14.1,,,,,,,,,,,
,8,WR,Donovan,Donovan Peoples-Jones,Peoples-Jones,2.283333302,6,5100,CLE@SEA,CLE,SEA,,,WR/FLEX,82,3 out of 5 stars,F,4.3,326,2.3,13.7,3,18,2217,1.7,1.2,6.4,1.2,,0,3.2,,,,,,,,,,,
,8,WR,DeVante,DeVante Parker,Parker,3.566666603,6,5000,NE@MIA,NE,MIA,,,WR/FLEX,84,3 out of 5 stars,F,4.1,288,3.6,21.4,3.8,23,1389,,8.7,2.9,4.3,3,1.2,1.3,,,,,,,,,,,
,8,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,1.428571429,7,5000,CIN@SF,SF,CIN,,,WR/FLEX,99,2 out of 5 stars,F,3.2,356,1.4,10,1.1,8,3571,0,0,0,3.2,0.6,3.2,3,,,,,,,,,,,
,8,WR,Mack,Mack Hollins,Hollins,4.066666603,6,5000,ATL@TEN,ATL,TEN,,,WR/FLEX,92,5 out of 5 stars,F,3.8,272,3.5,24.4,3.3,23,1429,4.6,7.5,2.8,0,3.9,5.6,0,,,,,,,,,,,
,8,WR,Mecole,Mecole Hardman Jr.,Hardman Jr.,0.733333349,3,5000,KC@DEN,KC,DEN,,,WR/FLEX,87,4 out of 5 stars,F,4,465,0.7,2.2,1.2,6,7143,,1.1,,,,0,1.1,,,,,,,,,,,
,8,WR,Cedrick,Cedrick Wilson Jr.,Wilson Jr.,5.03333346,3,5000,NE@MIA,MIA,NE,,,WR/FLEX,100,3 out of 5 stars,F,2.9,321,3.8,15.1,1.8,9,1316,,,,2.1,7.2,0,5.8,,,,,,,,,,,
,8,WR,Olamide,Olamide Zaccheaus,Zaccheaus,3.849999905,4,4900,PHI@WAS,PHI,WAS,,,WR/FLEX,107,3 out of 5 stars,F,2.5,320,3.1,15.4,1.1,8,1581,,,12.8,1.6,0,1,0,,,,,,,,,,,
,8,WR,Braxton,Braxton Berrios,Berrios,4.957142966,7,4900,NE@MIA,MIA,NE,,,WR/FLEX,74,3 out of 5 stars,F,5.3,222,5,34.7,3.1,22,980,5.7,3.8,4.3,14.4,2.3,3,1.2,,,,,,,,,,,
,8,WR,Skyy,Skyy Moore,Moore,4.399999891,7,4900,KC@DEN,KC,DEN,,,WR/FLEX,73,4 out of 5 stars,F,5.4,243,4.4,30.8,3.4,24,1114,0.4,14.5,6.2,1.9,2.1,3.2,2.5,,,,,,,,,,,
,8,WR,Jonathan,Jonathan Mingo,Mingo,4.159999847,5,4900,HOU@CAR,CAR,HOU,,,WR/FLEX,91,4 out of 5 stars,F,3.8,291,4.2,20.8,5.8,29,1167,2.7,4.1,3.6,,7.3,3.1,,,,,,,,,,,,
,8,WR,Rashod,Rashod Bateman,Bateman,2.96666654,6,4900,BAL@ARI,BAL,ARI,,,WR/FLEX,77,5 out of 5 stars,F,4.9,306,3,17.8,3,18,1633,5,3.3,1.1,,1.3,2.5,4.6,,,,,,,,,,,
,8,WR,Dontayvion,Dontayvion Wicks,Wicks,3.643333435,6,4900,MIN@GB,GB,MIN,,,WR/FLEX,112,3 out of 5 stars,F,2.2,287,3.6,21.9,2.5,15,1361,0,11,6.5,0,1.5,,2.9,,,,,,,,,,,
,8,WR,Allen,Allen Robinson II,Robinson II,3.899999936,6,4900,JAC@PIT,PIT,JAC,,,WR/FLEX,89,2 out of 5 stars,F,3.9,280,3.9,23.4,4.5,27,1256,8.9,2.2,4.4,1.3,5.4,,1.2,,,,,,,,,,,
,8,WR,Trenton,Trenton Irwin,Irwin,4.066666603,3,4800,CIN@SF,CIN,SF,,,WR/FLEX,119,4 out of 5 stars,F,1.6,338,3.1,12.2,2.2,11,1548,0,,,2.2,10,0,,,,,,,,,,,,
,8,WR,Terrace,Terrace Marshall Jr.,Marshall Jr.,4.849999905,4,4800,HOU@CAR,CAR,HOU,,,WR/FLEX,105,4 out of 5 stars,F,2.6,297,4.9,19.4,5.4,27,980,3.3,,6,10.1,,0,,,,,,,,,,,,
,8,WR,Jalin,Jalin Hyatt,Hyatt,4.8,5,4800,NYJ@NYG,NYG,NYJ,,,WR/FLEX,69,3 out of 5 stars,F,5.7,275,4,24,2,14,1200,0,9.9,,2,0,3.6,8.5,,,,,,,,,,,
,8,WR,Julio,Julio Jones,Jones,0.800000012,1,4800,PHI@WAS,PHI,WAS,,,WR/FLEX,120,3 out of 5 stars,F,1.6,496,0.8,0.8,1,1,6000,,,,,,,0.8,,,,,,,,,,,
,8,WR,Brandon,Brandon Powell,Powell,2.642857143,7,4700,MIN@GB,MIN,GB,,,WR/FLEX,80,2 out of 5 stars,F,4.4,300,2.6,18.5,2.3,16,1808,0,-2,1,0,7.2,3.4,8.9,,,,,,,,,,,
,8,WR,Rondale,Rondale Moore,Moore,5.628571647,7,4700,BAL@ARI,ARI,BAL,,,WR/FLEX,67,2 out of 5 stars,D,5.9,202,5.6,39.4,4,28,839,6,1.9,14.2,0,9.1,4.6,3.6,,,,,,,,,,,
,8,WR,Marvin,Marvin Mims Jr.,Mims Jr.,5.685714177,7,4700,KC@DEN,DEN,KC,,,WR/FLEX,72,3 out of 5 stars,F,5.4,200,5.7,39.8,1.9,13,825,1.9,19.3,15.1,5.7,-1.1,0,-1.1,,,,,,,,,,,
,8,WR,Jamal,Jamal Agnew,Agnew,1.883333365,6,4600,JAC@PIT,JAC,PIT,,,WR/FLEX,108,3 out of 5 stars,F,2.3,346,1.9,11.3,2,12,2421,-0.2,1,4.9,,0.1,0,5.5,,,,,,,,,,,
,8,WR,Noah,Noah Brown,Brown,4.050000191,2,4600,HOU@CAR,HOU,CAR,,,WR/FLEX,116,3 out of 5 stars,F,1.8,375,4.1,8.1,4.5,9,1122,3.4,,,,,4.7,,,,,,,,,,,,
,8,WR,Van,Van Jefferson,Jefferson,2.700000127,6,4600,ATL@TEN,ATL,TEN,,,WR/FLEX,97,5 out of 5 stars,F,3.4,316,2.3,16.2,2.7,19,2000,4.4,1.4,5.5,3.9,0,0,1,,,,,,,,,,,
,8,WR,Chris,Chris Moore,Moore,3.3,5,4500,ATL@TEN,TEN,ATL,Q,Concussion,WR/FLEX,124,2 out of 5 stars,F,1.5,313,2.8,16.5,1.5,9,1607,0,5.4,5.1,4.9,0,1.1,,,,,,,,,,,,
,8,WR,John,John Metchie III,Metchie III,2.549999952,4,4500,HOU@CAR,HOU,CAR,,,WR/FLEX,127,3 out of 5 stars,F,1.3,354,2,10.2,1.4,7,2250,,2.2,2.3,2.7,3,0,,,,,,,,,,,,
,8,WR,Samori,Samori Toure,Toure,2.139999962,5,4500,MIN@GB,GB,MIN,,,WR/FLEX,128,3 out of 5 stars,F,1,349,1.8,10.7,1.8,11,2500,2.8,1.1,2,4,0,,0.8,,,,,,,,,,,
,8,WR,Tim,Tim Jones,Jones,1.299999952,4,4500,JAC@PIT,JAC,PIT,,,WR/FLEX,123,3 out of 5 stars,F,1.6,409,0.9,5.2,1,7,5000,,0,2.1,0.4,0,0,2.7,,,,,,,,,,,
,8,WR,Brandon,Brandon Johnson,Johnson,5.700000127,6,4500,KC@DEN,DEN,KC,,,WR/FLEX,111,3 out of 5 stars,F,2.2,224,4.9,34.2,1.9,13,918,4.1,19.6,2.2,6.9,1.4,0,0,,,,,,,,,,,
,8,WR,Laviska,Laviska Shenault Jr.,Shenault Jr.,2.216666698,6,4500,HOU@CAR,CAR,HOU,Q,Ankle,WR/FLEX,115,4 out of 5 stars,F,1.8,331,2.2,13.3,1.2,7,2045,3.1,0.7,1.2,2.4,2.7,3.2,,,,,,,,,,,,
,8,WR,Randall,Randall Cobb,Cobb,0.916666667,6,4500,NYJ@NYG,NYJ,NYG,,,WR/FLEX,106,3 out of 5 stars,F,2.5,407,0.9,5.5,2,12,5000,0,0,1.7,1.8,0,2,,,,,,,,,,,,
,8,WR,Calvin,Calvin Austin III,Austin III,4.450000127,6,4400,JAC@PIT,PIT,JAC,,,WR/FLEX,104,2 out of 5 stars,F,2.7,259,4.5,26.7,3.7,22,978,6.7,1.3,14.2,4.4,0,,0.1,,,,,,,,,,,
,8,WR,Sterling,Sterling Shepard,Shepard,0.519999981,5,4400,NYJ@NYG,NYG,NYJ,,,WR/FLEX,126,3 out of 5 stars,F,1.3,461,0.4,2.6,0.9,6,11000,0,0.9,,1.1,1.8,0,-1.2,,,,,,,,,,,
,8,WR,Tyquan,Tyquan Thornton,Thornton,0.899999976,2,4400,NE@MIA,NE,MIA,,,WR/FLEX,98,3 out of 5 stars,F,3.3,474,0.9,1.8,1.5,3,4889,,,,,,1.1,0.7,,,,,,,,,,,
,8,WR,Dyami,Dyami Brown,Brown,2.339999962,5,4400,PHI@WAS,WAS,PHI,,,WR/FLEX,113,3 out of 5 stars,F,2.1,343,1.7,11.7,1.6,11,2588,0,4,0,6.1,1.6,0,0,,,,,,,,,,,
,8,WR,Marquise,Marquise Goodwin,Goodwin,1.050000032,6,4400,CLE@SEA,CLE,SEA,,,WR/FLEX,117,3 out of 5 stars,F,1.8,397,1.1,6.3,1.5,9,4000,0,0,0.1,0.5,,2.9,2.8,,,,,,,,,,,
,8,WR,Kyle,Kyle Philips,Philips,-0.449999988,2,4300,ATL@TEN,TEN,ATL,,,WR/FLEX,122,2 out of 5 stars,F,1.6,597,-0.5,-0.9,1.5,3,0,,,,,0,-0.9,,,,,,,,,,,,
,8,WR,Justyn,Justyn Ross,Ross,1.633333365,3,4300,KC@DEN,KC,DEN,,,WR/FLEX,114,4 out of 5 stars,F,1.9,414,1,4.9,0.9,6,4300,1.1,,0,,3.8,0,0,,,,,,,,,,,
